finishtime,jockeycode,draw,horsecode,lbw,trainercode,hkjcres16_item,runningpositions,actualwt,racecoursecode,place,horsewt,winodds,horseno,racenumber,racedate
[139.22],WD,7,http://www.hkjc.com/english/racing/horse.asp?horseno=S194,[5.25],JM,"[{'a1_div': u'25.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""A"" COURSE',
 'dbl5_combo_div': u'2/9 3,457.00',
 'f4_combo_div': u'4,7,8,9 571.00',
 'finishtime': 138.39,
 'going': u'GOOD',
 'place_combo_div': u'9 16.00',
 'qn_combo_div': u'7,9 153.00',
 'qnp_combo_div': u'7,9 66.50',
 'qtt_combo_div': u'9,7,4,8 9,180.00',
 'raceclass': u'Class 3',
 'racedistance': 2200,
 'raceindex': 307,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=06/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'9,7,4 1,283.00',
 'trio_combo_div': u'4,7,9 301.00',
 'tripletriocons_combo_div': u'7,8,11/Any combination/Any combination 524.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160106/HV/6',
 'win_combo_div': u'9 41.50'}]",10-11-11-11-12-10,128,HV,10,1102,[10.0],6,6,20160106
[139.83],LDE,10,http://www.hkjc.com/english/racing/horse.asp?horseno=P184,[9.0],JM,"[{'a1_div': u'25.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""A"" COURSE',
 'dbl5_combo_div': u'2/9 3,457.00',
 'f4_combo_div': u'4,7,8,9 571.00',
 'finishtime': 138.39,
 'going': u'GOOD',
 'place_combo_div': u'9 16.00',
 'qn_combo_div': u'7,9 153.00',
 'qnp_combo_div': u'7,9 66.50',
 'qtt_combo_div': u'9,7,4,8 9,180.00',
 'raceclass': u'Class 3',
 'racedistance': 2200,
 'raceindex': 307,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=06/01/2016&Raceno=6&All=0#Race6',
 'tce_combo_div': u'9,7,4 1,283.00',
 'trio_combo_div': u'4,7,9 301.00',
 'tripletriocons_combo_div': u'7,8,11/Any combination/Any combination 524.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160106/HV/6',
 'win_combo_div': u'9 41.50'}]",12-12-12-12-11-12,127,HV,12,1101,[39.0],1,6,20160106
[70.41],CAN,11,http://www.hkjc.com/english/racing/horse.asp?horseno=T295,[0.0],GR,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",1-2-1,133,ST,1,1098,[13.0],1,2,20160117
[70.59],FRA,3,http://www.hkjc.com/english/racing/horse.asp?horseno=N265,[1.25],WS,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",4-5-3,132,ST,3,1100,[14.0],2,2,20160117
[70.81],LDE,7,http://www.hkjc.com/english/racing/horse.asp?horseno=K212,[2.5],HL,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",11-10-5,119,ST,5,1112,[8.9],9,2,20160117
[71.05],TEK,10,http://www.hkjc.com/english/racing/horse.asp?horseno=S157,[4.0],MA,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",6-6-7,123,ST,7,1047,[25.0],8,2,20160117
[71.58],LHW,5,http://www.hkjc.com/english/racing/horse.asp?horseno=L251,[7.25],LAL,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",12-11-9,116,ST,9,1091,[23.0],12,2,20160117
[71.8],HCY,4,http://www.hkjc.com/english/racing/horse.asp?horseno=T328,[8.75],FC,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",9-7-11,119,ST,11,1051,[39.0],10,2,20160117
[70.43],MR,1,http://www.hkjc.com/english/racing/horse.asp?horseno=M255,[0.2],NTK,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",5-3-2,124,ST,2,1065,[3.6],7,2,20160117
[70.62],MOJ,2,http://www.hkjc.com/english/racing/horse.asp?horseno=P260,[1.25],MKL,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",2-1-4,132,ST,4,1113,[3.3],3,2,20160117
[71.03],WD,8,http://www.hkjc.com/english/racing/horse.asp?horseno=L282,[3.75],CCW,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",8-9-6,120,ST,6,1208,[10.0],11,2,20160117
[71.2],PB,6,http://www.hkjc.com/english/racing/horse.asp?horseno=S032,[5.0],HAD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",7-8-8,132,ST,8,1049,[9.2],4,2,20160117
[71.75],SCC,12,http://www.hkjc.com/english/racing/horse.asp?horseno=S384,[8.5],CD,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",3-4-10,129,ST,10,1159,[40.0],6,2,20160117
[72.43],DSS,9,http://www.hkjc.com/english/racing/horse.asp?horseno=N182,[12.75],LKW,"[{'a1_div': u'NOT WIN',
 'a2_div': u'NOT WIN',
 'a3_div': u'28.00',
 'courseconfig': u'ALL WEATHER TRACK',
 'dbl1_combo_div': u'4/1 2,529.00',
 'f4_combo_div': u'1,2,3,7 615.00',
 'finishtime': 70.41,
 'going': u'WET SLOW',
 'place_combo_div': u'1 37.50',
 'qn_combo_div': u'1,7 297.00',
 'qnp_combo_div': u'1,7 104.00',
 'qtt_combo_div': u'1,7,2,3 20,530.00',
 'raceclass': u'Class 5',
 'racedistance': 1200,
 'raceindex': 329,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=2&All=0#Race2',
 'tce_combo_div': u'1,7,2 5,885.00',
 'trio_combo_div': u'1,2,7 1,011.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2',
 'win_combo_div': u'1 133.00'}]",10-12-12,131,ST,12,1120,[23.0],5,2,20160117
[70.39],MOJ,1,http://www.hkjc.com/english/racing/horse.asp?horseno=S374,[0.0],SJJ,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",3-4-1,119,ST,1,1076,[2.6],10,3,20160117
[70.72],CYT,2,http://www.hkjc.com/english/racing/horse.asp?horseno=N330,[2.25],CD,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",5-7-3,115,ST,3,1015,[14.0],12,3,20160117
[70.8],TEK,3,http://www.hkjc.com/english/racing/horse.asp?horseno=V037,[2.5],MA,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",1-1-5,125,ST,5,1126,[23.0],5,3,20160117
[71.04],YML,9,http://www.hkjc.com/english/racing/horse.asp?horseno=N208,[4.0],SA,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",8-6-7,114,ST,7,1089,[44.0],11,3,20160117
[71.23],SCC,5,http://www.hkjc.com/english/racing/horse.asp?horseno=V027,[5.25],YCH,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",2-2-9,123,ST,9,1121,[21.0],9,3,20160117
[71.82],CAN,7,http://www.hkjc.com/english/racing/horse.asp?horseno=T429,[9.0],OSP,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",7-8-11,125,ST,11,1152,[99.0],7,3,20160117
[70.61],MR,6,http://www.hkjc.com/english/racing/horse.asp?horseno=V034,[1.5],YPF,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",4-5-2,126,ST,2,1175,[2.9],4,3,20160117
[70.73],RN,4,http://www.hkjc.com/english/racing/horse.asp?horseno=V102,[2.25],CCW,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",9-9-4,125,ST,4,1159,[7.6],8,3,20160117
[70.98],FRA,8,http://www.hkjc.com/english/racing/horse.asp?horseno=P395,[3.75],FD,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",12-11-6,133,ST,6,1143,[21.0],1,3,20160117
[71.22],WD,10,http://www.hkjc.com/english/racing/horse.asp?horseno=V088,[5.25],JM,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",6-3-8,125,ST,8,1121,[83.0],6,3,20160117
[71.28],DSS,11,http://www.hkjc.com/english/racing/horse.asp?horseno=S059,[5.5],SCS,"[{'a1_div': u'13.50',
 'a2_div': u'NOT WIN',
 'a3_div': u'NOT WIN',
 'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl2_combo_div': u'1/10 459.00',
 'f4_combo_div': u'4,8,10,12 268.00',
 'finishtime': 70.39,
 'going': u'GOOD TO YIELDING',
 'place_combo_div': u'10 12.50',
 'qn_combo_div': u'4,10 34.00',
 'qnp_combo_div': u'4,10 18.00',
 'qtt_combo_div': u'10,4,12,8 3,381.00',
 'raceclass': u'Class 4',
 'racedistance': 1200,
 'raceindex': 330,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=17/01/2016&Raceno=3&All=0#Race3',
 'tce_combo_div': u'10,4,12 448.00',
 'trio_combo_div': u'4,10,12 96.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3',
 'win_combo_div': u'10 26.00'}]",11-12-10,127,ST,10,1206,[17.0],3,3,20160117
