finishtime,horsecode,lbw,runningpositions,winoddsrank,racedate,timeperm,jockeycode,marginsbehindleader,todaysrunners,racecoursecode,horsewt,sec_timelist,racenumber,draw,hkjcres16_item,actualwt,horseno,horsereport,trainercode,place,winodds
110.82,P423,0.75,6>7>7>8>4,[5],20150104,[0.0188],CML,"[2.75, 4.25, 3.5, 3.75, 0.75, None]","T095,S149,N177,N375,P423,L420,S221,N394,N323",HV,1020,"[14.06, 22.86, 25.32, 25.4, 23.18, None]",8,3,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",127,3,"Passing the 150 Metres, PO CHING TREASURE was steadied away from the heels of GOOD CHOICE which shifted out",WS,4,13.0
110.97,P358,1.75,11>12>12>12>6,[4],20150104,[0.0188],DM,"[6.0, 8.25, 6.25, 6.0, 1.75, None]","T095,S149,N177,P358,N375,P423,L420,S221,N394,N323",HV,1000,"[14.58, 22.98, 25.12, 25.32, 22.97, None]",8,8,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",121,9,"REDWOOD BABY and PO CHING TREASURE bumped at the startNear the 100 Metres, REDWOOD BABY shifted in under pressure, resulting in its rider, M Demuro, having to stop riding and straighten",SCS,6,10.0
111.18,S255,3.0,4>5>5>5>8,[2],20150104,[0.0188],RU,"[1.75, 3.0, 2.25, 2.5, 3.0, None]","T095,S255,S149,N177,P358,N375,P423,L420,S221,N394,N323",HV,1052,"[13.9, 22.82, 25.32, 25.4, 23.74, None]",8,4,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",131,2,"Passing the 1600 Metres, WILLIE INVICTUS was awkwardly placed outside the heels of EXECUTIVE MANDATE which shifted out marginallyPassing the 1000 Metres, WILLIE INVICTUS got its head up when being steadied away from the heels of PO CHING TREASUREWILLIE INVICTUS continued to prove difficult to settle for some distance after thisA veterinary inspection of WILLIE INVICTUS immediately following the race did not show any significant findings",GR,8,6.0
111.28,S388,3.75,2>2>2>2>10,[8],20150104,[0.0188],RN,"[0.5, 1.5, 1.0, 1.5, 3.75, None]","T095,S255,S149,N177,P358,N375,P423,S388,L420,S221,N394,N323",HV,1048,"[13.7, 22.78, 25.36, 25.44, 24.0, None]",8,9,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",125,6,"REDWOOD BABY and PO CHING TREASURE bumped at the startPassing the 1000 Metres, WILLIE INVICTUS got its head up when being steadied away from the heels of PO CHING TREASUREPassing the 150 Metres, PO CHING TREASURE was steadied away from the heels of GOOD CHOICE which shifted out",YPF,10,20.0
112.24,P435,9.75,5>4>3>4>12,[2],20150104,[0.019],GM,"[2.25, 2.5, 1.75, 2.25, 9.75, None]","T095,P435,S255,S149,N177,P358,N375,P423,S388,L420,S221,N394,N323",HV,1087,"[13.98, 22.66, 25.32, 25.44, 24.84, None]",8,7,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",123,8,"When questioned regarding the performance of TOP ACT, M Guyon stated that he had been asked by Mr A T Millard, the trainer of TOP ACT, to ride the horse behind the speed with cover if possibleHe said TOP ACT travelled only fairly and came under pressure prior to the Home Turn and in the Straight gave groundHe said although TOP ACT raced wide at its last start when successful, the horse had cover for the majority of that race and was able to then show a turn of foot when ridden in about a midfield positionHe added, judging by the way that TOP ACT weakened tonight, he was of the opinion that the horse is best suited when ridden more conservativelyA veterinary inspection of TOP ACT immediately following the race did not show any significant findingsThe performance of TOP ACT, a favourite for tonight’s race and a last start winner, was considered unacceptableBefore being allowed to race again, TOP ACT will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examinationTOP ACT, EXECUTIVE MANDATE and ROYAL PARTNER were sent for sampling",MA,12,2.6
99.67,N405,0.0,7>6>5>1,,20150108,,MOJ,"[2.5, 5.75, 5.0, 1.25, None, None]",,ST,1219,"[28.82, 23.21, 23.79, 23.85, None, None]",1,1,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",131,2,,SCS,1,5.2
100.13,P316,2.75,2>2>2>3,,20150108,,WJH,"[0.5, 2.75, 3.0, 2.75, None, None]",,ST,1116,"[28.5, 23.05, 23.95, 24.63, None, None]",1,8,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",123,1,,TYS,3,6.5
100.19,P241,3.25,10>10>10>5,,20150108,,TON,"[3.75, 9.5, 7.75, 3.25, None, None]",,ST,1083,"[29.02, 23.61, 23.63, 23.93, None, None]",1,5,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",113,13,,NTK,5,33.0
100.61,P307,5.75,11>11>8>7,,20150108,,CML,"[4.5, 9.5, 6.5, 5.75, None, None]",,ST,1117,"[29.14, 23.49, 23.43, 24.55, None, None]",1,7,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",128,5,,OSP,7,3.2
100.89,P074,7.5,5>5>6>9,,20150108,,RU,"[2.0, 5.0, 5.5, 7.5, None, None]",,ST,1146,"[28.74, 23.17, 23.99, 24.99, None, None]",1,10,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",115,12,,FD,9,36.0
101.0,S197,8.25,13>12>12>11,,20150108,,LCY,"[5.0, 9.75, 8.5, 8.25, None, None]",,ST,995,"[29.22, 23.45, 23.71, 24.62, None, None]",1,9,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",122,4,,HL,11,80.0
104.2,P028,28.25,1>3>4>13,,20150108,,YML,"[0.5, 3.25, 4.25, 28.25, None, None]",,ST,1060,"[28.42, 23.21, 24.07, 28.5, None, None]",1,4,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",119,10,,LAL,13,49.0
99.87,P075,1.25,3>1>1>2,[6],20150108,[0.0184],CYT,"[1.25, 2.75, 3.0, 1.25, None, None]","P307,N405,P316,P241,P074,P075,P028,S197",ST,1131,"[28.62, 22.49, 23.91, 24.85, None, None]",1,14,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",118,11,"In the early stages, LUCKY BOLE was left racing very wide and without cover and approaching the 1200 Metres was allowed to improve its position into the leadLA COTE DE BLEU, SLEDGE HAMMER and LUCKY BOLE were sent for sampling",LKW,2,38.0
100.13,M152,3.0,14>14>13>4,[9],20150108,[0.0185],LHW,"[5.75, 11.0, 9.75, 3.0, None, None]","P307,N405,P316,P241,P074,P075,P028,S197,M152",ST,1189,"[29.34, 23.53, 23.71, 23.55, None, None]",1,13,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",112,14,"From a wide barrier, HEAR THE ROAR was shifted across behind runners in the early stagesPassing the 200 Metres, HEAR THE ROAR lost its left front plate",WS,4,99.0
100.3,P132,4.0,8>8>7>6,[4],20150108,[0.0185],DO,"[3.25, 8.0, 6.25, 4.0, None, None]","P307,N405,P316,P132,P241,P074,P075,P028,S197,M152",ST,1023,"[28.94, 23.45, 23.63, 24.28, None, None]",1,2,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",125,7,LA COTE DE BLEU continued to hang out and near the 100 Metres made contact with the hindquarters of CROATIA which became unbalancedLA COTE DE BLEU was then awkwardly placed inside the heels of CROATIA over the concluding stages,CCW,6,8.3
100.71,S012,6.5,4>4>3>8,[5],20150108,[0.0186],SUA,"[1.5, 4.25, 4.25, 6.5, None, None]","P307,N405,P316,P132,S012,P241,P074,P075,P028,S197,M152",ST,1083,"[28.66, 23.13, 23.91, 25.01, None, None]",1,3,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",124,9,"HAPPILY TIME began awkwardly, shifted out and bumped the hindquarters of COPY STARNear the 200 Metres, LA COTE DE BLEU (M Chadwick) got its head on the side and was awkwardly placed behind HAPPILY TIME",YCH,8,17.0
100.95,P378,8.0,9>9>11>10,[5],20150108,[0.0186],WD,"[3.5, 8.0, 8.5, 8.0, None, None]","P307,N405,P316,P132,P378,S012,P241,P074,P075,P028,S197,M152",ST,1146,"[28.98, 23.41, 23.99, 24.57, None, None]",1,11,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",125,8,A veterinary inspection of SOUTHCHINA COMMAND and MY CUP OVERFLOWS immediately following the race did not show any significant findings,GR,10,14.0
104.0,S290,27.0,6>7>9>12,[3],20150108,[0.0192],PZ,"[2.25, 6.75, 7.25, 27.0, None, None]","P307,N405,S290,P316,P132,P378,S012,P241,P074,P075,P028,S197,M152",ST,1084,"[28.78, 23.41, 23.99, 27.82, None, None]",1,6,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",126,6,"Approaching the 1200 Metres, SOUTHCHINA COMMAND was bumped on a number of occasions by SLEDGE HAMMER which, when racing fiercely, was inclined to hang outThe performances of GOOD THINKER and SOUTHCHINA COMMAND, which finished tailed out, were considered unacceptableBefore being allowed to race again, GOOD THINKER and SOUTHCHINA COMMAND will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examinationA veterinary inspection of SOUTHCHINA COMMAND and MY CUP OVERFLOWS immediately following the race did not show any significant findings<9/3/2015  Additional Veterinary Report>SOUTHCHINA COMMAND, which performed poorly, was examined by the Veterinary OfficerSOUTHCHINA COMMAND was again examined by the Veterinary Officer at the stables of Trainer C Fownes this morningAs previously advised, SOUTHCHINA COMMAND will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination before being allowed to race again",FC,12,6.1
104.64,M127,31.0,12>13>14>14,[12],20150108,[0.0193],HCY,"[5.0, 10.5, 12.5, 31.0, None, None]","P307,N405,S290,P316,P132,P378,S012,P241,P074,P075,P028,M127,S197,M152",ST,1061,"[29.22, 23.57, 24.23, 27.62, None, None]",1,12,"[{'courseconfig': u'ALL WEATHER TRACK',
 'f4_combo_div': u'1,2,11,14 26,141.00',
 'finishtime': 99.67,
 'going': u'GOOD',
 'place_combo_div': u'2 17.00',
 'qn_combo_div': u'2,11 926.50',
 'qnp_combo_div': u'2,11 287.50',
 'qtt_combo_div': u'2,11,1,14 552,296.00',
 'raceclass': u'Class 5',
 'racedistance': 1650,
 'raceindex': 440,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=1&All=0#Race1',
 'tce_combo_div': u'2,11,1 13,598.00',
 'trio_combo_div': u'1,2,11 2,100.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/1',
 'win_combo_div': u'2 52.00'}]",128,3,"Despite being ridden along in the early stages, GOOD THINKER failed to muster speedThe performances of GOOD THINKER and SOUTHCHINA COMMAND, which finished tailed out, were considered unacceptableBefore being allowed to race again, GOOD THINKER and SOUTHCHINA COMMAND will be required to perform to the satisfaction of the Stewards in an official barrier trial and be subjected to an official veterinary examination",YPF,14,66.0
57.28,P071,0.0,6>5>1,,20150108,,LDE,"[1.75, 1.5, 0.5, None, None, None]",,ST,1158,"[13.67, 20.82, 22.79, None, None, None]",2,14,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl1_combo_div': u'2/9 708.00',
 'f4_combo_div': u'9,10,11,14 37,252.00',
 'finishtime': 57.28,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 34.00',
 'qn_combo_div': u'9,11 397.00',
 'qnp_combo_div': u'9,11 124.00',
 'qtt_combo_div': u'9,11,14,10 1,033,326.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 441,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'9,11,14 58,990.00',
 'trio_combo_div': u'9,11,14 17,024.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/2',
 'win_combo_div': u'9 117.50'}]",121,9,,OSP,1,11.0
57.53,S424,1.25,11>12>3,,20150108,,HCY,"[4.0, 5.25, 1.25, None, None, None]",,ST,1059,"[14.03, 21.06, 22.44, None, None, None]",2,5,"[{'courseconfig': u'TURF - ""C+3"" COURSE',
 'dbl1_combo_div': u'2/9 708.00',
 'f4_combo_div': u'9,10,11,14 37,252.00',
 'finishtime': 57.28,
 'going': u'GOOD TO FIRM',
 'place_combo_div': u'9 34.00',
 'qn_combo_div': u'9,11 397.00',
 'qnp_combo_div': u'9,11 124.00',
 'qtt_combo_div': u'9,11,14,10 1,033,326.00',
 'raceclass': u'Class 4',
 'racedistance': 1000,
 'raceindex': 441,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=08/03/2015&Raceno=2&All=0#Race2',
 'tce_combo_div': u'9,11,14 58,990.00',
 'trio_combo_div': u'9,11,14 17,024.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150308/ST/2',
 'win_combo_div': u'9 117.50'}]",114,14,,FD,3,99.0
