finishtime,horsecode,lbw,runningpositions,winoddsrank,racedate,timeperm,jockeycode,marginsbehindleader,todaysrunners,racecoursecode,horsewt,sec_timelist,racenumber,draw,hkjcres16_item,actualwt,horseno,horsereport,trainercode,place,winodds
71.62,T077,10.5,6>7>10,[9],20150104,[0.0182],TEK,"[2.75, 3.0, 10.5, None, None, None]","S348,P404,S436,P428,S403,N448,P355,P029,T077,S160,S350,T159",HV,1096,"[24.32, 22.96, 24.34, None, None, None]",5,2,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'4,6,7,8 642.00',
 'finishtime': 69.94,
 'going': u'GOOD',
 'place_combo_div': u'6 34.00',
 'qn_combo_div': u'6,8 711.00',
 'qnp_combo_div': u'6,8 160.50',
 'qtt_combo_div': u'6,8,4,7 27,545.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 369,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'6,8,4 5,848.00',
 'trio_combo_div': u'4,6,8 830.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/5',
 'win_combo_div': u'6 194.00'}]",114,12,"After being loaded, both EASTERN DRAGON and RUBY COAST became fractious and rearedBefore being allowed to race again, EASTERN DRAGON and RUBY COAST will be required to perform satisfactorily in a stalls testMONTE CASTELLO and SMART DECLARATION were crowded for room on jumping between EASTERN DRAGON and ATACX, both of which shifted ground",WS,10,61.0
72.89,S053,18.5,5>5>12,[2],20150104,[0.0185],MOJ,"[2.0, 2.0, 18.5, None, None, None]","S348,S053,P404,S436,P428,S403,N448,P355,P029,T077,S160,S350,T159",HV,1122,"[24.2, 22.92, 25.77, None, None, None]",5,3,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'4,6,7,8 642.00',
 'finishtime': 69.94,
 'going': u'GOOD',
 'place_combo_div': u'6 34.00',
 'qn_combo_div': u'6,8 711.00',
 'qnp_combo_div': u'6,8 160.50',
 'qtt_combo_div': u'6,8,4,7 27,545.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 369,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=5&All=0#Race5',
 'tce_combo_div': u'6,8,4 5,848.00',
 'trio_combo_div': u'4,6,8 830.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/5',
 'win_combo_div': u'6 194.00'}]",116,10,"MONTE CASTELLO and SMART DECLARATION were crowded for room on jumping between EASTERN DRAGON and ATACX, both of which shifted groundNear the 900 Metres, SMART DECLARATION was awkwardly placed close to the heels of MONTE CASTELLOAfter the 900 Metres, MONTE CASTELLO proved very difficult to settle and got its head up on a number of occasions when awkwardly placed behind CAGA FORCEA veterinary inspection of MONTE CASTELLO immediately following the race revealed the horse to have bled from both nostrilsMONTE CASTELLO, HELLA LEDGE and ANDNOWURMINE were sent for sampling",TYS,12,3.0
70.55,N399,0.0,7>7>1,,20150104,,LDE,"[5.0, 3.75, 0.5, None, None, None]",,HV,1103,"[25.36, 22.55, 22.64, None, None, None]",7,11,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",120,7,,HL,1,7.6
70.85,L241,1.75,1>1>3,,20150104,,HCY,"[1.25, 0.3, 1.75, None, None, None]",,HV,1185,"[24.56, 22.75, 23.54, None, None, None]",7,9,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",114,12,,FC,3,7.8
71.18,M021,4.0,9>9>5,,20150104,,CYT,"[6.75, 6.5, 4.0, None, None, None]",,HV,1036,"[25.64, 22.71, 22.83, None, None, None]",7,2,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",119,10,,CCW,5,39.0
71.29,N295,4.75,2>2>7,,20150104,,TON,"[1.25, 0.3, 4.75, None, None, None]",,HV,1080,"[24.76, 22.59, 23.94, None, None, None]",7,5,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",116,11,,SWY,7,32.0
71.68,S438,7.0,8>8>9,,20150104,,STH,"[5.0, 6.25, 7.0, None, None, None]",,HV,1058,"[25.36, 22.95, 23.37, None, None, None]",7,7,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",119,9,,YTP,9,99.0
73.69,P193,19.75,11>11>11,,20150104,,DM,"[12.5, 11.25, 19.75, None, None, None]",,HV,1117,"[26.56, 22.55, 24.58, None, None, None]",7,4,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",124,5,,NTK,11,37.0
70.64,S169,0.5,6>4>2,[1],20150104,[0.0179],DO,"[3.25, 2.5, 0.5, None, None, None]","S169,N399,L241,N295,P193,M021,S438",HV,1122,"[25.08, 22.63, 22.93, None, None, None]",7,8,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",122,6,"Making the turn after the 600 Metres, ALL THE BEST and AFFLUENCE OF RAIN raced tight due to AFFLUENCE OF RAIN getting its head on the side and laying in despite the efforts of its riderCHOICE TREASURE, HONG KONG DANCER and ALL THE BEST were sent for sampling",GR,2,3.7
70.95,N436,2.5,3>3>4,[1],20150104,[0.018],RU,"[1.5, 1.75, 2.5, None, None, None]","N436,S169,N399,L241,N295,P193,M021,S438",HV,1146,"[24.8, 22.79, 23.36, None, None, None]",7,3,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",130,2,"CHOICE TREASURE, HONG KONG DANCER and ALL THE BEST were sent for sampling",YCH,4,3.3
71.25,S308,4.5,5>6>6,[5],20150104,[0.0181],TEK,"[3.0, 3.5, 4.5, None, None, None]","N436,S169,N399,L241,S308,N295,P193,M021,S438",HV,1173,"[25.04, 22.83, 23.38, None, None, None]",7,1,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",129,4,,JM,6,27.0
71.51,T057,6.0,10>10>8,[10],20150104,[0.0182],YML,"[9.25, 8.25, 6.0, None, None, None]","N436,S169,N399,L241,S308,N295,P193,M021,S438,T057",HV,1072,"[26.04, 22.59, 22.88, None, None, None]",7,12,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",119,8,"From the outside barrier, BEYOND FANTASY was shifted across behind runners in the early stages",LKW,8,99.0
71.7,L363,7.25,4>5>10,[5],20150104,[0.0182],RN,"[2.25, 3.0, 7.25, None, None, None]","N436,S169,N399,L241,L363,S308,N295,P193,M021,S438,T057",HV,1217,"[24.92, 22.87, 23.91, None, None, None]",7,10,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",129,3,"THE PRINCE and AFFLUENCE OF RAIN were obliged to shift wider to avoid GORGEOUS DEBUTAfter this, AFFLUENCE OF RAIN raced wide and without coverMaking the turn after the 600 Metres, ALL THE BEST and AFFLUENCE OF RAIN raced tight due to AFFLUENCE OF RAIN getting its head on the side and laying in despite the efforts of its rider",FD,10,27.0
None,P369,0.0,,[3],20150104,,GM,"[None, None, None, None, None, None]","N436,S169,P369,N399,L241,L363,S308,N295,P193,M021,S438,T057",HV,1153,"[None, None, None, None, None, None]",7,6,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'dbl6_combo_div': u'7/7 362.00',
 'dbltrio2_combo_div': u'1,2,7/6,7,12 14,906.00',
 'f4_combo_div': u'2,6,7,12 222.00',
 'finishtime': 70.55,
 'going': u'GOOD',
 'place_combo_div': u'7 26.00',
 'qn_combo_div': u'6,7 161.50',
 'qnp_combo_div': u'6,7 52.00',
 'qtt_combo_div': u'7,6,12,2 7,282.00',
 'raceclass': u'Class 3',
 'racedistance': 1200,
 'raceindex': 371,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=7&All=0#Race7',
 'tce_combo_div': u'7,6,12 1,899.00',
 'trio_combo_div': u'6,7,12 299.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/7',
 'win_combo_div': u'7 76.50'}]",133,1,"Also passing the 1000 Metres, GORGEOUS DEBUT broke down, resulting in M Guyon being dislodged near the 900 MetresTHE PRINCE and AFFLUENCE OF RAIN were obliged to shift wider to avoid GORGEOUS DEBUT",SCS,UR,4.6
110.69,S149,0.0,3>3>4>3>1,,20150104,,LDE,"[1.25, 1.75, 2.0, 1.75, 0.5, None]",,HV,1115,"[13.82, 22.7, 25.48, 25.32, 23.37, None]",8,1,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",116,10,,HAD,1,6.2
110.81,L420,0.75,7>6>8>7>3,,20150104,,HCY,"[3.0, 3.75, 3.75, 3.25, 0.75, None]",,HV,1085,"[14.1, 22.74, 25.44, 25.28, 23.25, None]",8,2,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",116,11,,FD,3,26.0
110.95,N177,1.75,9>10>9>10>5,,20150104,,MOJ,"[4.25, 5.75, 4.25, 4.25, 1.75, None]",,HV,1052,"[14.3, 22.86, 25.2, 25.36, 23.23, None]",8,5,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",115,12,,SA,5,10.0
110.98,S221,1.75,1>1>1>1>7,,20150104,,NGA,"[0.5, 1.5, 1.0, 1.5, 1.75, None]",,HV,1088,"[13.62, 22.62, 25.44, 25.36, 23.94, None]",8,11,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",120,5,,CAS,7,33.0
111.21,N375,3.25,8>8>6>6>9,,20150104,,WD,"[3.75, 4.5, 3.25, 3.25, 3.25, None]",,HV,1062,"[14.22, 22.74, 25.24, 25.36, 23.65, None]",8,12,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",126,4,,SWY,9,13.0
111.45,N323,4.75,12>11>10>9>11,,20150104,,DO,"[7.25, 7.75, 4.5, 4.25, 4.75, None]",,HV,1098,"[14.78, 22.7, 24.92, 25.32, 23.73, None]",8,10,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",123,7,,CCW,11,49.0
None,T095,None,,,20150104,,TEK,,,HV,-,,8,---,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",133,[99],,JM,WV,None
110.79,N394,0.5,10>9>11>11>2,[7],20150104,[0.0188],SUA,"[4.5, 5.25, 5.0, 4.75, 0.5, None]","T095,S149,N177,N375,L420,S221,N394,N323",HV,1079,"[14.34, 22.74, 25.4, 25.32, 22.99, None]",8,6,"[{'courseconfig': u'TURF - ""A"" COURSE',
 'f4_combo_div': u'1,3,10,11 11,674.00',
 'finishtime': 110.69,
 'going': u'GOOD',
 'jockeychallenge_combo_div': u'6 [O Doleuze]',
 'place_combo_div': u'10 22.00',
 'qn_combo_div': u'1,10 1,321.00',
 'qnp_combo_div': u'1,10 332.00',
 'qtt_combo_div': u'10,1,11,3 242,805.00',
 'raceclass': u'Class 3',
 'racedistance': 1800,
 'raceindex': 372,
 'sectional_time_url': u'http://www.hkjc.com/english/racing/display_sectionaltime.asp?RaceDate=04/02/2015&Raceno=8&All=0#Race8',
 'sixup_combo_div': u'5,7/2,4/6,8/1,7/6,7/1,10 49,243.00',
 'tce_combo_div': u'10,1,11 26,392.00',
 'trio_combo_div': u'1,10,11 5,533.00',
 'url': 'http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20150204/HV/8',
 'win_combo_div': u'10 62.00'}]",133,1,"15 by order of the Stewards acting on veterinary advice (inappetence) and was replaced by Standby Declared Starter ROYAL PARTNERROYAL PARTNER, which was leaning on the inside of its stall, began awkwardlyRounding the Home Turn and in the early part of the Straight, ROYAL PARTNER was awkwardly placed close to the heels of WRATH OF FIRENear the 150 Metres, ROYAL PARTNER and WRATH OF FIRE raced tight as ROYAL PARTNER improved into a narrow run outside BULLISH SMARTOver the final 100 Metres, ROYAL PARTNER raced tight inside EXECUTIVE MANDATETOP ACT, EXECUTIVE MANDATE and ROYAL PARTNER were sent for sampling",FC,2,39.0
